rung	family	lr	cell	step	tokens	val_loss
r2_mid	mhc4	1e-2	mhc4_lr1e2	300	76800	4.5277
r2_mid	mhc4	1e-2	mhc4_lr1e2	350	89600	4.3327
r2_mid	mhc4	1e-2	mhc4_lr1e2	400	102400	4.2517
r2_mid	mhc4	1e-2	mhc4_lr1e2	450	115200	4.2206
r2_mid	mhc4	1e-2	mhc4_lr1e2	500	128000	4.0784
r2_mid	mhc4	1e-2	mhc4_lr1e2	550	140800	4.0169
r2_mid	mhc4	1e-2	mhc4_lr1e2	600	153600	4.0289
r2_mid	mhc4	1e-2	mhc4_lr1e2	650	166400	3.9314
r2_mid	mhc4	1e-2	mhc4_lr1e2	700	179200	3.8348
r2_mid	mhc4	1e-2	mhc4_lr1e2	750	192000	3.7679
r2_mid	mhc4	1e-3	mhc4_lr1e3	0	0	9.1597
r2_mid	mhc4	1e-3	mhc4_lr1e3	50	12800	6.3956
r2_mid	mhc4	1e-3	mhc4_lr1e3	100	25600	5.1140
r2_mid	mhc4	1e-3	mhc4_lr1e3	150	38400	4.6545
r2_mid	mhc4	1e-3	mhc4_lr1e3	200	51200	4.4056
r2_mid	mhc4	1e-3	mhc4_lr1e3	250	64000	4.2840
r2_mid	mhc4	1e-3	mhc4_lr1e3	300	76800	4.1808
r2_mid	mhc4	1e-3	mhc4_lr1e3	350	89600	4.1032
r2_mid	mhc4	1e-3	mhc4_lr1e3	400	102400	4.0408
r2_mid	mhc4	1e-3	mhc4_lr1e3	450	115200	4.0003
r2_mid	mhc4	1e-3	mhc4_lr1e3	500	128000	3.9505
r2_mid	mhc4	1e-3	mhc4_lr1e3	550	140800	3.9213
r2_mid	mhc4	1e-3	mhc4_lr1e3	600	153600	3.8796
r2_mid	mhc4	1e-3	mhc4_lr1e3	650	166400	3.8530
r2_mid	mhc4	1e-3	mhc4_lr1e3	700	179200	3.8206
r2_mid	mhc4	1e-3	mhc4_lr1e3	750	192000	3.7921
r2_mid	mhc4	3e-2	mhc4_lr3e2	0	0	9.1597
r2_mid	mhc4	3e-2	mhc4_lr3e2	50	12800	6.8489
r2_mid	mhc4	3e-2	mhc4_lr3e2	100	25600	5.9243
r2_mid	mhc4	3e-2	mhc4_lr3e2	150	38400	5.9666
r2_mid	mhc4	3e-2	mhc4_lr3e2	200	51200	5.2547
r2_mid	mhc4	3e-2	mhc4_lr3e2	250	64000	5.1683
r2_mid	mhc4	3e-2	mhc4_lr3e2	300	76800	4.8529
r2_mid	mhc4	3e-2	mhc4_lr3e2	350	89600	4.8118
r2_mid	mhc4	3e-2	mhc4_lr3e2	400	102400	4.7761
r2_mid	mhc4	3e-2	mhc4_lr3e2	450	115200	4.7122
r2_mid	mhc4	3e-2	mhc4_lr3e2	500	128000	4.6420
r2_mid	mhc4	3e-2	mhc4_lr3e2	550	140800	4.5991
r2_mid	mhc4	3e-3	mhc4_lr3e3	0	0	9.1597
r2_mid	mhc4	3e-3	mhc4_lr3e3	50	12800	5.4635
r2_mid	mhc4	3e-3	mhc4_lr3e3	100	25600	4.6774
r2_mid	mhc4	3e-3	mhc4_lr3e3	150	38400	4.5048
r2_mid	mhc4	3e-3	mhc4_lr3e3	200	51200	4.3514
r2_mid	mhc4	3e-3	mhc4_lr3e3	250	64000	4.2682
r2_mid	mhc4	3e-3	mhc4_lr3e3	300	76800	4.1528
r2_mid	mhc4	3e-3	mhc4_lr3e3	350	89600	4.0855
r2_mid	mhc4	3e-3	mhc4_lr3e3	400	102400	4.0060
r2_mid	mhc4	3e-3	mhc4_lr3e3	450	115200	3.9350
r2_mid	mhc4	3e-3	mhc4_lr3e3	500	128000	3.8247
r2_mid	mhc4	3e-3	mhc4_lr3e3	550	140800	3.7725
r2_mid	mhc4	3e-3	mhc4_lr3e3	600	153600	3.7144
r2_mid	mhc4	3e-3	mhc4_lr3e3	650	166400	3.6733
r2_mid	mhc4	3e-3	mhc4_lr3e3	700	179200	3.6207
r2_mid	mhc4	3e-3	mhc4_lr3e3	750	192000	3.5741
r2_mid	muon	1e-2	muon_lr1e2	0	0	9.1601
r2_mid	muon	1e-2	muon_lr1e2	50	12800	6.6044
r2_mid	muon	1e-2	muon_lr1e2	100	25600	5.2331
r2_mid	muon	1e-2	muon_lr1e2	150	38400	4.9467
r2_mid	muon	1e-2	muon_lr1e2	200	51200	4.7269
r2_mid	muon	1e-2	muon_lr1e2	250	64000	4.4851
r2_mid	muon	1e-2	muon_lr1e2	300	76800	4.3283
r2_mid	muon	1e-2	muon_lr1e2	350	89600	4.2147
r2_mid	muon	1e-2	muon_lr1e2	400	102400	4.1204
r2_mid	muon	1e-2	muon_lr1e2	450	115200	4.0155
r2_mid	muon	1e-2	muon_lr1e2	500	128000	3.8808
r2_mid	muon	1e-2	muon_lr1e2	550	140800	3.7909
r2_mid	muon	1e-2	muon_lr1e2	600	153600	3.7075
r2_mid	muon	1e-2	muon_lr1e2	650	166400	3.6694
r2_mid	muon	1e-2	muon_lr1e2	700	179200	3.5791
r2_mid	muon	1e-2	muon_lr1e2	750	192000	3.5276
r2_mid	muon	3e-2	muon_lr3e2	0	0	9.1601
r2_mid	muon	3e-2	muon_lr3e2	50	12800	8.3060
r2_mid	muon	3e-2	muon_lr3e2	100	25600	6.9401
r2_mid	muon	3e-2	muon_lr3e2	150	38400	5.8791
r2_mid	muon	3e-2	muon_lr3e2	200	51200	5.3185
r2_mid	muon	3e-2	muon_lr3e2	250	64000	4.9268
r2_mid	muon	3e-2	muon_lr3e2	300	76800	4.7828
r2_mid	muon	3e-2	muon_lr3e2	350	89600	4.6916
r2_mid	muon	3e-2	muon_lr3e2	400	102400	4.6469
r2_mid	muon	3e-2	muon_lr3e2	450	115200	4.5607
r2_mid	muon	3e-2	muon_lr3e2	500	128000	4.4628
r2_mid	muon	3e-2	muon_lr3e2	550	140800	4.4277
r2_mid	muon	3e-2	muon_lr3e2	600	153600	4.3725
r2_mid	muon	3e-2	muon_lr3e2	650	166400	4.3228
r2_mid	muon	3e-2	muon_lr3e2	700	179200	4.2587
r2_mid	muon	3e-2	muon_lr3e2	750	192000	4.2115
r2_mid	muon	3e-3	muon_lr3e3	0	0	9.1601
r2_mid	muon	3e-3	muon_lr3e3	50	12800	6.1764
r2_mid	muon	3e-3	muon_lr3e3	100	25600	5.0143
r2_mid	muon	3e-3	muon_lr3e3	150	38400	4.6308
r2_mid	muon	3e-3	muon_lr3e3	200	51200	4.4465
r2_mid	muon	3e-3	muon_lr3e3	250	64000	4.2910
r2_mid	muon	3e-3	muon_lr3e3	300	76800	4.1937
r2_mid	muon	3e-3	muon_lr3e3	350	89600	4.1075
r2_mid	muon	3e-3	muon_lr3e3	400	102400	4.0182
r2_mid	muon	3e-3	muon_lr3e3	450	115200	3.9574
r2_mid	muon	3e-3	muon_lr3e3	500	128000	3.8336
r2_mid	muon	3e-3	muon_lr3e3	550	140800	3.7653
r2_mid	muon	3e-3	muon_lr3e3	600	153600	3.7082
r2_mid	muon	3e-3	muon_lr3e3	650	166400	3.6669
r2_mid	muon	3e-3	muon_lr3e3	700	179200	3.6026
r2_mid	muon	3e-3	muon_lr3e3	750	192000	3.5524
r3_110m	adamw	1e-3	adamw_lr1e3	0	0	9.1603
r3_110m	adamw	1e-3	adamw_lr1e3	50	12800	6.4551
r3_110m	adamw	1e-3	adamw_lr1e3	100	25600	6.2651
r3_110m	adamw	1e-3	adamw_lr1e3	150	38400	6.2182
r3_110m	adamw	1e-3	adamw_lr1e3	200	51200	6.1680
r3_110m	adamw	1e-3	adamw_lr1e3	250	64000	6.1426
r3_110m	adamw	1e-3	adamw_lr1e3	300	76800	6.1292
r3_110m	adamw	1e-3	adamw_lr1e3	350	89600	6.0954
r3_110m	adamw	1e-3	adamw_lr1e3	400	102400	6.0582
r3_110m	adamw	1e-3	adamw_lr1e3	450	115200	6.0068
r3_110m	adamw	1e-3	adamw_lr1e3	500	128000	6.0703
r3_110m	adamw	1e-3	adamw_lr1e3	550	140800	6.2165
r3_110m	adamw	1e-3	adamw_lr1e3	600	153600	6.1587
r3_110m	adamw	1e-3	adamw_lr1e3	650	166400	6.0690
r3_110m	adamw	1e-3	adamw_lr1e3	700	179200	5.9856
r3_110m	adamw	1e-3	adamw_lr1e3	750	192000	5.9679
r3_110m	adamw	1e-4	adamw_lr1e4	0	0	9.1603
r3_110m	adamw	1e-4	adamw_lr1e4	50	12800	7.9038
r3_110m	adamw	1e-4	adamw_lr1e4	100	25600	6.9125
r3_110m	adamw	1e-4	adamw_lr1e4	150	38400	6.2824
r3_110m	adamw	1e-4	adamw_lr1e4	200	51200	5.8918
r3_110m	adamw	1e-4	adamw_lr1e4	250	64000	5.5807
r3_110m	adamw	1e-4	adamw_lr1e4	300	76800	5.3897
r3_110m	adamw	1e-4	adamw_lr1e4	350	89600	5.2161
r3_110m	adamw	1e-4	adamw_lr1e4	400	102400	5.0858
r3_110m	adamw	1e-4	adamw_lr1e4	450	115200	4.9824
r3_110m	adamw	1e-4	adamw_lr1e4	500	128000	4.8996
r3_110m	adamw	1e-4	adamw_lr1e4	550	140800	4.8436
r3_110m	adamw	1e-4	adamw_lr1e4	600	153600	4.7860
r3_110m	adamw	1e-4	adamw_lr1e4	650	166400	4.7392
r3_110m	adamw	1e-4	adamw_lr1e4	700	179200	4.7100
r3_110m	adamw	1e-4	adamw_lr1e4	750	192000	4.6815
r3_110m	adamw	3e-4	adamw_lr3e4	0	0	9.1603
r3_110m	adamw	3e-4	adamw_lr3e4	50	12800	6.9333
r3_110m	adamw	3e-4	adamw_lr3e4	100	25600	6.0078
r3_110m	adamw	3e-4	adamw_lr3e4	150	38400	5.6205
r3_110m	adamw	3e-4	adamw_lr3e4	200	51200	5.3073
r3_110m	adamw	3e-4	adamw_lr3e4	250	64000	5.0918
r3_110m	adamw	3e-4	adamw_lr3e4	300	76800	4.9449
r3_110m	adamw	3e-4	adamw_lr3e4	350	89600	4.7731
r3_110m	adamw	3e-4	adamw_lr3e4	400	102400	4.6510
r3_110m	adamw	3e-4	adamw_lr3e4	450	115200	4.5667
r3_110m	adamw	3e-4	adamw_lr3e4	500	128000	4.4753
r3_110m	adamw	3e-4	adamw_lr3e4	550	140800	4.4058
r3_110m	adamw	3e-4	adamw_lr3e4	600	153600	4.3485
r3_110m	adamw	3e-4	adamw_lr3e4	650	166400	4.2976
r3_110m	adamw	3e-4	adamw_lr3e4	700	179200	4.2534
r3_110m	adamw	3e-4	adamw_lr3e4	750	192000	4.2218
r3_110m	adamw	3e-5	adamw_lr3e5	0	0	9.1603
r3_110m	adamw	3e-5	adamw_lr3e5	50	12800	8.2767
r3_110m	adamw	3e-5	adamw_lr3e5	100	25600	7.8912
r3_110m	adamw	3e-5	adamw_lr3e5	150	38400	7.5874
r3_110m	adamw	3e-5	adamw_lr3e5	200	51200	7.2574
r3_110m	adamw	3e-5	adamw_lr3e5	250	64000	6.9368
r3_110m	adamw	3e-5	adamw_lr3e5	300	76800	6.6054
r3_110m	adamw	3e-5	adamw_lr3e5	350	89600	6.3772
r3_110m	adamw	3e-5	adamw_lr3e5	400	102400	6.1859
r3_110m	adamw	3e-5	adamw_lr3e5	450	115200	6.0540
r3_110m	adamw	3e-5	adamw_lr3e5	500	128000	5.9379
r3_110m	adamw	3e-5	adamw_lr3e5	550	140800	5.8566
r3_110m	adamw	3e-5	adamw_lr3e5	600	153600	5.7929
r3_110m	adamw	3e-5	adamw_lr3e5	650	166400	5.7523
r3_110m	adamw	3e-5	adamw_lr3e5	700	179200	5.7185
r3_110m	adamw	3e-5	adamw_lr3e5	750	192000	5.6924
r3_110m	mhc2	1e-2	mhc2_lr1e2	0	0	9.1608
r3_110m	mhc2	1e-2	mhc2_lr1e2	50	12800	6.2395
r3_110m	mhc2	1e-2	mhc2_lr1e2	100	25600	5.1752
r3_110m	mhc2	1e-2	mhc2_lr1e2	150	38400	5.1065
r3_110m	mhc2	1e-2	mhc2_lr1e2	200	51200	4.9774
r3_110m	mhc2	1e-2	mhc2_lr1e2	250	64000	4.7546
r3_110m	mhc2	1e-2	mhc2_lr1e2	300	76800	4.8409
r3_110m	mhc2	1e-2	mhc2_lr1e2	350	89600	4.6055
r3_110m	mhc2	1e-2	mhc2_lr1e2	400	102400	4.4992
r3_110m	mhc2	1e-2	mhc2_lr1e2	450	115200	4.9949
r3_110m	mhc2	1e-2	mhc2_lr1e2	500	128000	4.4893
r3_110m	mhc2	1e-2	mhc2_lr1e2	550	140800	4.3310
r3_110m	mhc2	1e-2	mhc2_lr1e2	600	153600	4.2278
r3_110m	mhc2	1e-2	mhc2_lr1e2	650	166400	4.1361
r3_110m	mhc2	1e-2	mhc2_lr1e2	700	179200	4.0968
r3_110m	mhc2	1e-2	mhc2_lr1e2	750	192000	4.0055
r3_110m	mhc2	1e-3	mhc2_lr1e3	0	0	9.1608
r3_110m	mhc2	1e-3	mhc2_lr1e3	50	12800	5.9569
r3_110m	mhc2	1e-3	mhc2_lr1e3	100	25600	4.8194
r3_110m	mhc2	1e-3	mhc2_lr1e3	150	38400	4.4538
r3_110m	mhc2	1e-3	mhc2_lr1e3	200	51200	4.2925
r3_110m	mhc2	1e-3	mhc2_lr1e3	250	64000	4.1899
r3_110m	mhc2	1e-3	mhc2_lr1e3	300	76800	4.1105
r3_110m	mhc2	1e-3	mhc2_lr1e3	350	89600	4.0364
r3_110m	mhc2	1e-3	mhc2_lr1e3	400	102400	3.9663
r3_110m	mhc2	1e-3	mhc2_lr1e3	450	115200	3.9264
r3_110m	mhc2	1e-3	mhc2_lr1e3	500	128000	3.8554
r3_110m	mhc2	1e-3	mhc2_lr1e3	550	140800	3.8196
r3_110m	mhc2	1e-3	mhc2_lr1e3	600	153600	3.7656
r3_110m	mhc2	1e-3	mhc2_lr1e3	650	166400	3.7264
r3_110m	mhc2	1e-3	mhc2_lr1e3	700	179200	3.6844
r3_110m	mhc2	1e-3	mhc2_lr1e3	750	192000	3.6431
r3_110m	mhc2	3e-3	mhc2_lr3e3	0	0	9.1608
r3_110m	mhc2	3e-3	mhc2_lr3e3	50	12800	5.3726
r3_110m	mhc2	3e-3	mhc2_lr3e3	100	25600	4.6919
r3_110m	mhc2	3e-3	mhc2_lr3e3	150	38400	4.6018
r3_110m	mhc2	3e-3	mhc2_lr3e3	200	51200	4.4335
r3_110m	mhc2	3e-3	mhc2_lr3e3	250	64000	4.2727
r3_110m	mhc2	3e-3	mhc2_lr3e3	300	76800	4.1373
r3_110m	mhc2	3e-3	mhc2_lr3e3	350	89600	4.0565
r3_110m	mhc2	3e-3	mhc2_lr3e3	400	102400	3.9654
r3_110m	mhc2	3e-3	mhc2_lr3e3	450	115200	3.8730
r3_110m	mhc2	3e-3	mhc2_lr3e3	500	128000	3.7514
r3_110m	mhc2	3e-3	mhc2_lr3e3	550	140800	3.6677
r3_110m	mhc2	3e-3	mhc2_lr3e3	600	153600	3.5941
r3_110m	mhc2	3e-3	mhc2_lr3e3	650	166400	3.5679
r3_110m	mhc2	3e-3	mhc2_lr3e3	700	179200	3.4925
r3_110m	mhc2	3e-3	mhc2_lr3e3	750	192000	3.4371
r3_110m	mhc4	1e-2	mhc4_lr1e2	0	0	9.1610
r3_110m	mhc4	1e-2	mhc4_lr1e2	50	12800	5.7781
r3_110m	mhc4	1e-2	mhc4_lr1e2	100	25600	5.2144
r3_110m	mhc4	1e-2	mhc4_lr1e2	150	38400	4.9992
r3_110m	mhc4	1e-2	mhc4_lr1e2	200	51200	4.8686
r3_110m	mhc4	1e-2	mhc4_lr1e2	250	64000	4.6894
r3_110m	mhc4	1e-2	mhc4_lr1e2	300	76800	4.6563
r3_110m	mhc4	1e-2	mhc4_lr1e2	350	89600	4.5740
r3_110m	mhc4	1e-2	mhc4_lr1e2	400	102400	4.7001
r3_110m	mhc4	1e-2	mhc4_lr1e2	450	115200	4.4687
r3_110m	mhc4	1e-2	mhc4_lr1e2	500	128000	4.3556
r3_110m	mhc4	1e-2	mhc4_lr1e2	550	140800	4.2840
r3_110m	mhc4	1e-2	mhc4_lr1e2	600	153600	4.1777
r3_110m	mhc4	1e-2	mhc4_lr1e2	650	166400	4.1358
r3_110m	mhc4	1e-2	mhc4_lr1e2	700	179200	4.0213
r3_110m	mhc4	1e-2	mhc4_lr1e2	750	192000	3.9473
r3_110m	mhc4	1e-3	mhc4_lr1e3	0	0	9.1610
r3_110m	mhc4	1e-3	mhc4_lr1e3	50	12800	5.7359
r3_110m	mhc4	1e-3	mhc4_lr1e3	100	25600	4.7139
r3_110m	mhc4	1e-3	mhc4_lr1e3	150	38400	4.4213
r3_110m	mhc4	1e-3	mhc4_lr1e3	200	51200	4.2683
r3_110m	mhc4	1e-3	mhc4_lr1e3	250	64000	4.1883
r3_110m	mhc4	1e-3	mhc4_lr1e3	300	76800	4.1002
r3_110m	mhc4	1e-3	mhc4_lr1e3	350	89600	4.0233
r3_110m	mhc4	1e-3	mhc4_lr1e3	400	102400	3.9623
r3_110m	mhc4	1e-3	mhc4_lr1e3	450	115200	3.9150
r3_110m	mhc4	1e-3	mhc4_lr1e3	500	128000	3.8460
r3_110m	mhc4	1e-3	mhc4_lr1e3	550	140800	3.8045
r3_110m	mhc4	1e-3	mhc4_lr1e3	600	153600	3.7542
r3_110m	mhc4	1e-3	mhc4_lr1e3	650	166400	3.7083
r3_110m	mhc4	1e-3	mhc4_lr1e3	700	179200	3.6598
r3_110m	mhc4	1e-3	mhc4_lr1e3	750	192000	3.6232
r3_110m	mhc4	3e-3	mhc4_lr3e3	0	0	9.1610
r3_110m	mhc4	3e-3	mhc4_lr3e3	50	12800	5.2250
r3_110m	mhc4	3e-3	mhc4_lr3e3	100	25600	4.6733
r3_110m	mhc4	3e-3	mhc4_lr3e3	150	38400	4.5881
r3_110m	mhc4	3e-3	mhc4_lr3e3	200	51200	4.3909
r3_110m	mhc4	3e-3	mhc4_lr3e3	250	64000	4.2716
r3_110m	mhc4	3e-3	mhc4_lr3e3	300	76800	4.1279
r3_110m	mhc4	3e-3	mhc4_lr3e3	350	89600	4.0503
r3_110m	mhc4	3e-3	mhc4_lr3e3	400	102400	3.9713
r3_110m	mhc4	3e-3	mhc4_lr3e3	450	115200	3.8781
r3_110m	mhc4	3e-3	mhc4_lr3e3	500	128000	3.7421
r3_110m	mhc4	3e-3	mhc4_lr3e3	550	140800	3.6884
r3_110m	mhc4	3e-3	mhc4_lr3e3	600	153600	3.6267
r3_110m	mhc4	3e-3	mhc4_lr3e3	650	166400	3.6015
r3_110m	mhc4	3e-3	mhc4_lr3e3	700	179200	3.5124
r3_110m	mhc4	3e-3	mhc4_lr3e3	750	192000	3.4558
r3_110m	muon	1e-2	muon_lr1e2	0	0	9.1603
r3_110m	muon	1e-2	muon_lr1e2	50	12800	7.2302
r3_110m	muon	1e-2	muon_lr1e2	100	25600	5.6230
r3_110m	muon	1e-2	muon_lr1e2	150	38400	5.2612
r3_110m	muon	1e-2	muon_lr1e2	200	51200	4.9658
r3_110m	muon	1e-2	muon_lr1e2	250	64000	4.6785
r3_110m	muon	1e-2	muon_lr1e2	300	76800	4.5220
r3_110m	muon	1e-2	muon_lr1e2	350	89600	4.3832
r3_110m	muon	1e-2	muon_lr1e2	400	102400	4.3612
r3_110m	muon	1e-2	muon_lr1e2	450	115200	4.1412
r3_110m	muon	1e-2	muon_lr1e2	500	128000	4.0598
r3_110m	muon	1e-2	muon_lr1e2	550	140800	4.0376
r3_110m	muon	1e-2	muon_lr1e2	600	153600	3.9476
r3_110m	muon	1e-2	muon_lr1e2	650	166400	3.8746
r3_110m	muon	1e-2	muon_lr1e2	700	179200	3.8063
r3_110m	muon	1e-2	muon_lr1e2	750	192000	3.7299
r3_110m	muon	1e-3	muon_lr1e3	0	0	9.1603
r3_110m	muon	1e-3	muon_lr1e3	50	12800	6.0748
r3_110m	muon	1e-3	muon_lr1e3	100	25600	5.3308
r3_110m	muon	1e-3	muon_lr1e3	150	38400	4.7648
r3_110m	muon	1e-3	muon_lr1e3	200	51200	4.4475
r3_110m	muon	1e-3	muon_lr1e3	250	64000	4.2738
r3_110m	muon	1e-3	muon_lr1e3	300	76800	4.1747
r3_110m	muon	1e-3	muon_lr1e3	350	89600	4.0926
r3_110m	muon	1e-3	muon_lr1e3	400	102400	4.0301
r3_110m	muon	1e-3	muon_lr1e3	450	115200	3.9711
r3_110m	muon	1e-3	muon_lr1e3	500	128000	3.8893
r3_110m	muon	1e-3	muon_lr1e3	550	140800	3.8541
r3_110m	muon	1e-3	muon_lr1e3	600	153600	3.8064
r3_110m	muon	1e-3	muon_lr1e3	650	166400	3.7654
r3_110m	muon	1e-3	muon_lr1e3	700	179200	3.7186
r3_110m	muon	1e-3	muon_lr1e3	750	192000	3.6748
r3_110m	muon	3e-2	muon_lr3e2	0	0	9.1603
r3_110m	muon	3e-2	muon_lr3e2	50	12800	12.2603
r3_110m	muon	3e-2	muon_lr3e2	100	25600	13.0618
r3_110m	muon	3e-2	muon_lr3e2	150	38400	8.0745
r3_110m	muon	3e-2	muon_lr3e2	200	51200	6.4119
r3_110m	muon	3e-2	muon_lr3e2	250	64000	5.7737
r3_110m	muon	3e-2	muon_lr3e2	300	76800	5.1785
r3_110m	muon	3e-2	muon_lr3e2	350	89600	5.0148
r3_110m	muon	3e-2	muon_lr3e2	400	102400	4.9411
r3_110m	muon	3e-2	muon_lr3e2	450	115200	4.7964
r3_110m	muon	3e-2	muon_lr3e2	500	128000	4.6653
r3_110m	muon	3e-2	muon_lr3e2	550	140800	4.6341
r3_110m	muon	3e-2	muon_lr3e2	600	153600	4.5791
r3_110m	muon	3e-2	muon_lr3e2	650	166400	4.5427
r3_110m	muon	3e-2	muon_lr3e2	700	179200	4.4839
r3_110m	muon	3e-2	muon_lr3e2	750	192000	4.4526
r3_110m	muon	3e-3	muon_lr3e3	0	0	9.1603
r3_110m	muon	3e-3	muon_lr3e3	50	12800	6.0028
r3_110m	muon	3e-3	muon_lr3e3	100	25600	4.9180
r3_110m	muon	3e-3	muon_lr3e3	150	38400	4.6920
r3_110m	muon	3e-3	muon_lr3e3	200	51200	4.4944
r3_110m	muon	3e-3	muon_lr3e3	250	64000	4.3167
r3_110m	muon	3e-3	muon_lr3e3	300	76800	4.2115
r3_110m	muon	3e-3	muon_lr3e3	350	89600	4.1046
r3_110m	muon	3e-3	muon_lr3e3	400	102400	4.0212
r3_110m	muon	3e-3	muon_lr3e3	450	115200	3.9153
r3_110m	muon	3e-3	muon_lr3e3	500	128000	3.7739
r3_110m	muon	3e-3	muon_lr3e3	550	140800	3.7160
r3_110m	muon	3e-3	muon_lr3e3	600	153600	3.6294
r3_110m	muon	3e-3	muon_lr3e3	650	166400	3.5916
r3_110m	muon	3e-3	muon_lr3e3	700	179200	3.5144
r3_110m	muon	3e-3	muon_lr3e3	750	192000	3.4608
r3_110m	muon	3e-4	muon_lr3e4	0	0	9.1603
r3_110m	muon	3e-4	muon_lr3e4	50	12800	7.6483
r3_110m	muon	3e-4	muon_lr3e4	100	25600	6.0164
r3_110m	muon	3e-4	muon_lr3e4	150	38400	5.7642
r3_110m	muon	3e-4	muon_lr3e4	200	51200	5.3071
r3_110m	muon	3e-4	muon_lr3e4	250	64000	4.9632
r3_110m	muon	3e-4	muon_lr3e4	300	76800	4.6985
r3_110m	muon	3e-4	muon_lr3e4	350	89600	4.5211
r3_110m	muon	3e-4	muon_lr3e4	400	102400	4.3783
r3_110m	muon	3e-4	muon_lr3e4	450	115200	4.2766
r3_110m	muon	3e-4	muon_lr3e4	500	128000	4.2038
r3_110m	muon	3e-4	muon_lr3e4	550	140800	4.1544
r3_110m	muon	3e-4	muon_lr3e4	600	153600	4.1100
r3_110m	muon	3e-4	muon_lr3e4	650	166400	4.0773
r3_110m	muon	3e-4	muon_lr3e4	700	179200	4.0449
r3_110m	muon	3e-4	muon_lr3e4	750	192000	4.0230
